country;year;action;priority;public_ri_investment;private_ri_investment;inventions;public_ri_investment_eu_share;private_ri_investment_eu_share;inventions_eu_share;specialisation_index_inventions
Denmark;2012;Smart solutions for consumers;Smart systems;3,495473606;50,192749;18,77904045;0,030048052;0,020177208;0,018346799;-0,38631093
Denmark;2012;Integrated & flexible energy system;Smart systems;30,97533778;8,824961;3,458198976;0,042875736;0,007655212;0,006937781;-0,767935507
Denmark;2012;Energy efficiency in buildings;Energy efficiency;4,336270915;11,454153;4,283333331;0,021157074;0,018218709;0,017489327;-0,414992812
Denmark;2012;Energy efficiency in industry;Energy efficiency;8,197740221;221,735452;49,09482452;0,017888052;0,070339442;0,041201894;0,378177886
Denmark;2012;Batteries & e-mobility;Sustainable transport;;;0,857142895;;;0,000569632;-0,980946155
Denmark;2012;Renewable fuels & bioenergy;Sustainable transport;61,56978781;179,6657317;30,12146624;0,071623882;0,09512803;0,041097377;0,374681859
Denmark;2012;CCUS;CCUS;0,174411441;11,1718;1,800000012;0,001779261;0,031126598;0,01204666;-0,597046666
Denmark;2012;Nuclear safety;Nuclear safety;5,326257087;;0;0,004266948;;0;0
Denmark;2013;Renewable energy technologies;Number 1 in Renewables;46,282625;212,673307;110,3505539;0,064390116;0,057260953;0,069067307;0,985212191
Denmark;2013;Smart solutions for consumers;Smart systems;9,689360531;50,77193;24,25075792;0,088908945;0,022691241;0,022944892;-0,340491459
Denmark;2013;Integrated & flexible energy system;Smart systems;26,50758747;33,88342;14,57416674;0,029841739;0,029351135;0,029768792;-0,144351032
Denmark;2013;Energy efficiency in buildings;Energy efficiency;7,796660988;20,581973;6,583333351;0,046055398;0,038024215;0,032144147;-0,07607586
Denmark;2013;Energy efficiency in industry;Energy efficiency;15,82522211;122,06615;49,37597449;0,040726895;0,037518717;0,039431774;0,133393545
Denmark;2013;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2013;Renewable fuels & bioenergy;Sustainable transport;51,1332755;220,244345;34,75469568;0,065376574;0,113875905;0,049007528;0,408630912
Denmark;2013;CCUS;CCUS;0,147578912;3,5266;1,854545474;0,001458059;0,014449293;0,014457966;-0,584432456
Denmark;2013;Nuclear safety;Nuclear safety;2,589339088;;0;0,002044166;;0;0
Denmark;2014;Renewable energy technologies;Number 1 in Renewables;37,28675119;188,794189;95,80624785;0,054431011;0,055469986;0,069992113;0,981340904
Denmark;2014;Smart solutions for consumers;Smart systems;12,73820668;53,298977;25,75579414;0,099490082;0,022872718;0,02483491;-0,296971903
Denmark;2014;Integrated & flexible energy system;Smart systems;18,84260712;22,161939;10,49670335;0,019845825;0,021036525;0,020450743;-0,421079137
Denmark;2014;Energy efficiency in buildings;Energy efficiency;1,211153296;15,565518;7,127536282;0,006994088;0,028707844;0,038042852;0,076919323
Denmark;2014;Energy efficiency in industry;Energy efficiency;19,88444716;161,531045;58,49903854;0,05040612;0,049447937;0,0444769;0,259054719
Denmark;2014;Batteries & e-mobility;Sustainable transport;;5,70667;2,592307689;;0,001468358;0,001882643;-0,94670602
Denmark;2014;Renewable fuels & bioenergy;Sustainable transport;56,47335134;267,67923;31,09991625;0,081073547;0,115279479;0,039742945;0,125045653
Denmark;2014;CCUS;CCUS;0,155762833;14,706377;7,23055565;0,001303551;0,063708913;0,064497416;0,825796703
Denmark;2014;Nuclear safety;Nuclear safety;2,602755352;;0;0,002287872;;0;0
Denmark;2015;Renewable energy technologies;Number 1 in Renewables;47,12154403;231,712063;156,1800133;0,067837459;0,076634171;0,125165166;2,109417051
Denmark;2015;Smart solutions for consumers;Smart systems;5,782678412;37,336075;17,17500006;0,055014395;0,016955155;0,017927422;-0,554637814
Denmark;2015;Integrated & flexible energy system;Smart systems;27,52225957;20,376708;10,87500004;0,029098828;0,019767096;0,023667547;-0,412038682
Denmark;2015;Energy efficiency in buildings;Energy efficiency;7,082446136;7,77935;3,200000018;0,046464155;0,026035301;0,021312599;-0,470541527
Denmark;2015;Energy efficiency in industry;Energy efficiency;14,63540068;126,011571;44,38353213;0,036587243;0,03524366;0,033193809;-0,175382435
Denmark;2015;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2015;Renewable fuels & bioenergy;Sustainable transport;39,1486604;210,603442;20,75876646;0,057514168;0,096001359;0,02594239;-0,355525891
Denmark;2015;CCUS;CCUS;0,175753068;;0;0,00299258;;0;0
Denmark;2015;Nuclear safety;Nuclear safety;2,616171617;6,2331;1;0,002108392;0,02900651;0,017857522;-0,5563743
Denmark;2016;Renewable energy technologies;Number 1 in Renewables;36,72045065;282,270467;176,7912712;0,053050606;0,096420936;0,147903525;1,815504249
Denmark;2016;Smart solutions for consumers;Smart systems;4,478282076;38,672283;19,26190493;0,045005391;0,018345744;0,021973453;-0,581711449
Denmark;2016;Integrated & flexible energy system;Smart systems;21,25042415;18,197631;10,88888898;0,024515114;0,020137733;0,026185356;-0,50153331
Denmark;2016;Energy efficiency in buildings;Energy efficiency;1,361147135;13,3062;7,488888949;0,009996227;0,041857215;0,057594702;0,09637771
Denmark;2016;Energy efficiency in industry;Energy efficiency;12,01842408;156,458802;62,40277838;0,03290604;0,051616951;0,049027388;-0,066710408
Denmark;2016;Batteries & e-mobility;Sustainable transport;;2,93579;2,00000006;;0,000908923;0,001698757;-0,967662316
Denmark;2016;Renewable fuels & bioenergy;Sustainable transport;20,04215535;237,68155;32,22083362;0,031269326;0,117697193;0,045488596;-0,134075171
Denmark;2016;CCUS;CCUS;0,154287044;1,756979;0,666666672;0,00252516;0,009384132;0,007349929;-0,860086125
Denmark;2016;Nuclear safety;Nuclear safety;2,761067276;;0;0,002341938;;0;0
Denmark;2017;Renewable energy technologies;Number 1 in Renewables;25,00966152;146,897425;0;0,036578203;0,17879685;0;0
Denmark;2017;Smart solutions for consumers;Smart systems;9,532054827;29,11647;0;0,084438863;0,034999081;0;0
Denmark;2017;Integrated & flexible energy system;Smart systems;19,98929527;5,518826;0;0,02204975;0,013826164;0;0
Denmark;2017;Energy efficiency in buildings;Energy efficiency;2,436326589;14,500407;0;0,014072218;0,107109245;0;0
Denmark;2017;Energy efficiency in industry;Energy efficiency;6,36950583;59,629122;0;0,015049817;0,05463756;0;0
Denmark;2017;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2017;Renewable fuels & bioenergy;Sustainable transport;14,29382258;19,35898;0;0,021480615;0,025782562;0;0
Denmark;2017;CCUS;CCUS;1,296950309;1,28187;0;0,017147534;0,025041784;0;0
Denmark;2017;Nuclear safety;Nuclear safety;2,88141117;;0;0,002313648;;0;0
Denmark;2018;Renewable energy technologies;Number 1 in Renewables;35,49125248;;0;0,060464901;;0;0
Denmark;2018;Smart solutions for consumers;Smart systems;2,173703207;;0;0,026365522;;0;0
Denmark;2018;Integrated & flexible energy system;Smart systems;14,22365551;;0;0,014523343;;0;0
Denmark;2018;Energy efficiency in buildings;Energy efficiency;1,448688263;;0;0,014989425;;0;0
Denmark;2018;Energy efficiency in industry;Energy efficiency;13,20992255;;0;0,043797939;;0;0
Denmark;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2018;Renewable fuels & bioenergy;Sustainable transport;13,74536568;;0;0,019420894;;0;0
Denmark;2018;CCUS;CCUS;0;;0;0;;0;0
Denmark;2018;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Denmark;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Denmark;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Denmark;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Denmark;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Denmark;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Denmark;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Denmark;2019;CCUS;CCUS;;;0;;;0;0
Denmark;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Denmark;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Denmark;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Denmark;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Denmark;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Denmark;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Denmark;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Denmark;2020;CCUS;CCUS;;;0;;;0;0
Denmark;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2004;Renewable energy technologies;Number 1 in Renewables;;;0,5;;;0,001231064;0,022865664
Estonia;2004;Smart solutions for consumers;Smart systems;;1,54813;0,733333319;;0,001327559;0,001662135;0,381033259
Estonia;2004;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Estonia;2004;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Estonia;2004;Energy efficiency in industry;Energy efficiency;;5,411887;1,416666657;;0,002792504;0,002463899;1,047202069
Estonia;2004;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2004;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Estonia;2004;CCUS;CCUS;;;0;;;0;0
Estonia;2004;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2005;Renewable energy technologies;Number 1 in Renewables;;;2;;;0,004528381;4,551573597
Estonia;2005;Smart solutions for consumers;Smart systems;;;0;;;0;0
Estonia;2005;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Estonia;2005;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Estonia;2005;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Estonia;2005;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2005;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Estonia;2005;CCUS;CCUS;;;0;;;0;0
Estonia;2005;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2006;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Estonia;2006;Smart solutions for consumers;Smart systems;;;0;;;0;0
Estonia;2006;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Estonia;2006;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Estonia;2006;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Estonia;2006;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2006;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Estonia;2006;CCUS;CCUS;;;0;;;0;0
Estonia;2006;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2007;Renewable energy technologies;Number 1 in Renewables;;2,29035;1,392857119;;0,00090347;0,001653943;0,157879756
Estonia;2007;Smart solutions for consumers;Smart systems;;0,87547;1,749999985;;0,000444998;0,003081597;1,157341234
Estonia;2007;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Estonia;2007;Energy efficiency in buildings;Energy efficiency;;1,437876;0,249999985;;0,001469482;0,001225649;-0,141956602
Estonia;2007;Energy efficiency in industry;Energy efficiency;;5,355667;1,542857137;;0,002397031;0,002269264;0,588649358
Estonia;2007;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2007;Renewable fuels & bioenergy;Sustainable transport;;0,453474;0,150000002;;0,00023184;0,000306574;-0,785375706
Estonia;2007;CCUS;CCUS;;;0;;;0;0
Estonia;2007;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2008;Renewable energy technologies;Number 1 in Renewables;;0,844916;4,337301597;;0,000232455;0,00364875;0,834318084
Estonia;2008;Smart solutions for consumers;Smart systems;;0,983957;2,900000021;;0,000440445;0,004350604;1,187157999
Estonia;2008;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Estonia;2008;Energy efficiency in buildings;Energy efficiency;;1,31285;0,400000006;;0,001507777;0,001690538;-0,150124172
Estonia;2008;Energy efficiency in industry;Energy efficiency;;2,01478;0,592857152;;0,000865712;0,000841183;-0,577115974
Estonia;2008;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2008;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Estonia;2008;CCUS;CCUS;;;0;;;0;0
Estonia;2008;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2009;Renewable energy technologies;Number 1 in Renewables;;1,52571;0,400000006;;0,000311752;0,000271645;0,397315163
Estonia;2009;Smart solutions for consumers;Smart systems;;1,35555;0,307692289;;0,000607829;0,000420011;1,160499139
Estonia;2009;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Estonia;2009;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Estonia;2009;Energy efficiency in industry;Energy efficiency;;0,499031;0,090909094;;0,000201837;0,00012149;-0,375068907
Estonia;2009;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2009;Renewable fuels & bioenergy;Sustainable transport;;0,998989;0,142857149;;0,000549131;0,000312079;0,605306613
Estonia;2009;CCUS;CCUS;;;0;;;0;0
Estonia;2009;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2010;Renewable energy technologies;Number 1 in Renewables;;3,75067;1,314516127;;0,000705184;0,000781953;-0,072260742
Estonia;2010;Smart solutions for consumers;Smart systems;;1,82382;0,708333321;;0,00068619;0,000940552;0,115907191
Estonia;2010;Integrated & flexible energy system;Smart systems;;7,466723;1,908169959;;0,007137588;0,005634355;5,684812932
Estonia;2010;Energy efficiency in buildings;Energy efficiency;;3,59107;0,75;;0,003008237;0,002360225;1,800260929
Estonia;2010;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Estonia;2010;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2010;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Estonia;2010;CCUS;CCUS;;;0;;;0;0
Estonia;2010;Nuclear safety;Nuclear safety;;;0;;;0;0
Estonia;2011;Renewable energy technologies;Number 1 in Renewables;3,45;2,94644;1;0,004689591;0,000586327;0,000523469;-0,167652657
Estonia;2011;Smart solutions for consumers;Smart systems;0;;0;0;;0;0
Estonia;2011;Integrated & flexible energy system;Smart systems;2,187;;0;0,002965477;;0;0
Estonia;2011;Energy efficiency in buildings;Energy efficiency;0;;0;0;;0;0
Estonia;2011;Energy efficiency in industry;Energy efficiency;0;0,987156;2,25;0;0,000352867;0,002244603;2,569052555
Estonia;2011;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2011;Renewable fuels & bioenergy;Sustainable transport;2,1;3,66851;0,75;0,002076811;0,002385537;0,0014132;1,247071892
Estonia;2011;CCUS;CCUS;0,5;;0;0,004788009;;0;0
Estonia;2011;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Estonia;2012;Renewable energy technologies;Number 1 in Renewables;0,16;;0;0,000242988;;0;0
Estonia;2012;Smart solutions for consumers;Smart systems;0,427;;0;0,003670609;;0;0
Estonia;2012;Integrated & flexible energy system;Smart systems;1,016;;0;0,001406336;;0;0
Estonia;2012;Energy efficiency in buildings;Energy efficiency;0,14;;0;0,000683073;;0;0
Estonia;2012;Energy efficiency in industry;Energy efficiency;0,095;0,353863;0,25;0,000207297;0,000112253;0,000209808;0,124269467
Estonia;2012;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2012;Renewable fuels & bioenergy;Sustainable transport;0,012;4,60634;1,12500003;0,000014;0,002438929;0,001534937;7,225067486
Estonia;2012;CCUS;CCUS;0;;0;0;;0;0
Estonia;2012;Nuclear safety;Nuclear safety;0,217;;0;0,000173842;;0;0
Estonia;2013;Renewable energy technologies;Number 1 in Renewables;1,405;;0;0,001954688;;0;0
Estonia;2013;Smart solutions for consumers;Smart systems;10,431;0,376546;0,285714269;0,095714181;0,000168288;0,000270329;0,460960007
Estonia;2013;Integrated & flexible energy system;Smart systems;25,105;;0;0,028262732;;0;0
Estonia;2013;Energy efficiency in buildings;Energy efficiency;0,655;;0;0,003869129;;0;0
Estonia;2013;Energy efficiency in industry;Energy efficiency;0,87;1,024128;0,25;0,002238983;0,00031478;0,000199651;0,07898735
Estonia;2013;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2013;Renewable fuels & bioenergy;Sustainable transport;0,656;3,42786;0,75;0,00083873;0,001772353;0,001057574;4,71552696
Estonia;2013;CCUS;CCUS;;;0;;;0;0
Estonia;2013;Nuclear safety;Nuclear safety;0,235;;0;0,000185522;;0;0
Estonia;2014;Renewable energy technologies;Number 1 in Renewables;1,684;6,723588;1,666666687;0,002458295;0,00197547;0,001217598;0,451348264
Estonia;2014;Smart solutions for consumers;Smart systems;14,657;;0;0,114476564;;0;0
Estonia;2014;Integrated & flexible energy system;Smart systems;25,574;2,537493;2,00000003;0,02693561;0,002408636;0,003896603;3,644658511
Estonia;2014;Energy efficiency in buildings;Energy efficiency;0,2535;3,27523;1;0,001463895;0,006040582;0,005337448;5,362111
Estonia;2014;Energy efficiency in industry;Energy efficiency;0,5445;1,29682;0,454545468;0,001380281;0,000396983;0,000345592;-0,58806308
Estonia;2014;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2014;Renewable fuels & bioenergy;Sustainable transport;0,833;1,51701;0,545454562;0,001195861;0,00065332;0,000697043;-0,169141602
Estonia;2014;CCUS;CCUS;;;0;;;0;0
Estonia;2014;Nuclear safety;Nuclear safety;0,228;;0;0,000200416;;0;0
Estonia;2015;Renewable energy technologies;Number 1 in Renewables;1,846;;0;0,002657552;;0;0
Estonia;2015;Smart solutions for consumers;Smart systems;1,844;;0;0,017543176;;0;0
Estonia;2015;Integrated & flexible energy system;Smart systems;32,822;;0;0,034702156;;0;0
Estonia;2015;Energy efficiency in buildings;Energy efficiency;0,4085;;0;0,002679951;;0;0
Estonia;2015;Energy efficiency in industry;Energy efficiency;1,1615;2,723099;1,99999994;0,00290365;0,000761612;0,001495771;3,711210951
Estonia;2015;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Estonia;2015;Renewable fuels & bioenergy;Sustainable transport;0,859;;0;0,001261976;;0;0
